1418647613 1 0 0 0 0
1418667602 1 1 0 0 0
1418834773 1 2 0 0 0
1418897437 2 2 0 0 0
1418897446 3 2 0 0 0
1418898203 4 2 0 0 0
1419005605 4 2 1 0 0
1419174059 5 2 1 0 0
1419178712 6 2 1 0 0
1419365501 6 2 2 0 0
1419674344 7 2 2 0 0
1419861769 8 2 2 0 0
1419943614 9 2 2 0 0
1419950160 10 2 2 0 0
1420065369 11 2 2 0 0
1420476488 11 2 2 0 1
1420636742 12 2 2 0 1
1420636894 13 2 2 0 1
1420651748 13 2 3 0 1
1420651818 13 2 5 0 1
1420651898 13 2 6 0 1
1420665651 13 2 7 0 1
1420733516 14 2 7 0 1
1420733616 15 2 7 0 1
1420808791 16 2 7 0 1
1420808988 16 2 7 0 2
1420809074 16 2 7 0 3
1420809647 16 2 8 0 3
1420810049 16 2 9 0 3
1420810624 16 2 10 0 3
1420813518 17 2 10 0 3
1420814170 18 2 10 0 3
1420881392 19 2 10 0 4
1420897094 20 2 10 0 4
1420897894 20 2 11 0 4
1420899020 20 2 12 0 4
1420900870 21 2 12 0 4
1420902357 21 2 12 1 4
1420903578 22 2 12 1 4
1420904109 22 3 12 1 4
1420905545 22 3 12 2 4
1420905794 22 4 12 2 4
1420906547 22 5 12 2 4
1420907481 22 5 12 2 5
1420907515 23 5 12 2 5
1420908606 23 5 12 3 5
1420909483 23 6 12 3 5
1420909578 23 6 12 4 5
1420909726 23 6 12 4 6
1420970605 23 7 12 4 6
1420971043 24 7 12 4 6
1420971058 25 7 12 4 6
1420971794 25 8 12 4 6
1420973124 25 9 12 4 6
1420973178 26 9 12 4 6
1420973211 27 9 12 4 6
1420973230 28 9 12 4 6
1420973243 29 9 12 4 6
1420973403 29 10 12 4 6
1420973428 30 10 12 4 6
1420973507 31 10 12 4 6
1420973689 31 11 12 4 6
1420974127 31 12 12 4 6
1420974628 31 13 12 4 6
1420975685 31 14 12 4 6
1420976573 31 15 12 4 6
1420977497 32 15 12 4 6
1420977506 33 15 12 4 6
1420986458 33 15 12 4 7
1420990922 33 15 12 4 8
1420991753 34 15 12 4 8
1420991760 35 15 12 4 8
1420992468 36 15 12 4 8
1420992921 36 15 12 4 9
1420993418 36 15 12 4 10
1420993878 37 15 12 4 10
1420995295 38 15 12 4 10
1420998530 39 15 12 4 10
1421059608 39 15 13 4 10
1421059870 39 15 14 4 10
1421060104 40 15 14 4 10
1421060133 41 15 14 4 10
1421064750 41 15 14 5 10
1421065560 42 15 14 5 10
1421065685 42 15 14 6 11
1421066785 42 15 14 7 11
1421067480 42 15 14 7 12
1421067591 43 15 14 7 12
1421067819 43 16 14 7 12
